,Date,username,screen_name,user_location,user_friends_count,verified?,user_bio,followers_count,Tweet,likes,retweets,source,tweet_id,tweet_coordinates,hashtags
10,2020-12-21 21:57:36,(•̀ᴗ•́)و ♡︎Dizzy♡︎ (offline),DizzyT0rres,,738,False,*~|♥︎ Hey 😈/she/her| Roblox user: DizzyTorres/ pfp made by: @samirahplayss / banner made by: @ewitsf1sh |follow @ewitsf1sh 😈/alt account: @DizzyT0rress♥︎|~*,164,"RT @AyumiLeElfx: Christmas Art raffle!
(only doing this to practice on my style and Bc it’s Christmasss)
Follow
Retweet!
Comment oc
Ends On…",0,13,Twitter for iPhone,1341140792962916353,,[]
11,2020-12-21 21:57:10,jane 🎄 ac pinned 📌,s_janjan1,↬ pfp by @FartPeen,217,False,↳ ✧ she / her ⇝ artist ║comm progress (CLOSED)  https://t.co/iKEE3sYR4Y ↫ ➳,2483,"RT @AyumiLeElfx: Christmas Art raffle!
(only doing this to practice on my style and Bc it’s Christmasss)
Follow
Retweet!
Comment oc
Ends On…",0,13,Twitter for Android,1341140683789393931,,[]
12,2020-12-21 21:31:49,C-life4real 🇿🇿🇦🇿🇼,cmhembs,"Jhb,South Africa.",3771,False,"Live life,nothing is Impossible.
#U need Faith to Believe.
#A_Father 
TeamGunnerz - Arsenal",829,@Arsenal #ArtetaOut I can't continue stressing about blunt Gunners anymore,0,0,Twitter for Android,1341134302365495299,,"[{'text': 'ArtetaOut', 'indices': [9, 19]}]"
13,2020-12-21 21:30:28,Mervyn George©™,Mervyn_George,Londonium,881,False,"I dont use Twitter iRetweetAlot. Sport & Music fanatic, Life Junkie, Gooner. Views are mine own. #AskMerv Arsenal - NY Knicks - NY Giants",160,"No punches were pulled in the making of this episode 
Spotify https://t.co/U2xxA9yZ28
Google… https://t.co/kMDfJ9g8rx",1,0,Twitter for iPhone,1341133962530467846,,[]
14,2020-12-21 21:23:03,Olukayode Ajenifuja,aje_olukay,Lagos ,246,False,"Auditor, Accountant, Gospel Music Enthusiast, A Disciple of Jesus Christ, A Husband, A Father, An Arsenal FC Fan & #ProudlyNigerian",316,"@biolakazeem Na so o, all d blames are now on d players. D same players won d FA Cup &amp; Community shield a few month… https://t.co/T2G1qj0scc",0,0,Twitter for Android,1341132095247269897,,[]
15,2020-12-21 21:21:48,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,"Players can't stand Arteta, basically mocking him on SM but he's not getting sacked because he's kroenke's lackey #ArtetaOut",1,0,Twitter for Android,1341131780703793156,,"[{'text': 'ArtetaOut', 'indices': [114, 124]}]"
16,2020-12-21 21:15:23,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,"Just watch how david moyes has transformed this average West ham squad, ArsenaI is supposed to be a big club and th… https://t.co/WIdk8waDyx",1,0,Twitter for Android,1341130168337911809,,[]
17,2020-12-21 21:15:13,FraudArtetaOut,ArtetaOut6,,45,False,#ArtetaOut,23,"RT @BrutallyGooner: Remember when Arsenal fans laughed at #Ole for relegating Cardiff? 

#Arteta is about to do that on a bigger scale with…",0,1,Twitter Web App,1341130123710480388,,"[{'text': 'Ole', 'indices': [58, 62]}, {'text': 'Arteta', 'indices': [89, 96]}]"
18,2020-12-21 21:13:53,Abdi,moha2002za,"Toronto, Ontario",1645,False,"Transformative leader/author/humanitarian aid worker an optimist, Industry leader, philanthropist and An advocate of social justice & good governance",551,"@m8arteta ""I don't know what else we can do. If we can't score goals we cannot improve our situation.""He is truly o… https://t.co/fg3YBjMxEU",0,0,Twitter for iPhone,1341129790334652429,,[]
19,2020-12-21 21:07:01,Camps The Sports connoisseur,SupaCamps,"Islington, London",166,False,Sports connoisseur 🏀 🏈 ⚽️🏋🏽‍♂️ giving a balanced argument on most things! 🔴⚪️ #arsenal #AFC #COYG #crossfit 🦍#ironapetraining #Anthropology #sneakerhead,107,can we loan #ArtetaOut to gain management experience for the reason the season. @ArsenalMoh8 @gunnerblog @arseblog… https://t.co/lFDGghX3rq,1,0,Twitter Web App,1341128060104568832,,"[{'text': 'ArtetaOut', 'indices': [12, 22]}]"
20,2020-12-21 20:59:13,OrganisedMessFC,BrutallyGooner,"London, England",268,False,Arsenal Fan Bringing The Truth - No Delusion Views on Arsenal Are My Own,330,"Remember when Arsenal fans laughed at #Ole for relegating Cardiff? 

#Arteta is about to do that on a bigger scale… https://t.co/6uvIYAiEz1",4,1,Twitter for iPhone,1341126098814447616,,"[{'text': 'Ole', 'indices': [38, 42]}, {'text': 'Arteta', 'indices': [69, 76]}]"
21,2020-12-21 20:55:45,Fisherman,wenendaG,South ,503,False,depressed arsenal fan.,388,Just looked at the league table again... #ArtetaOut,3,0,Twitter for iPhone,1341125225304514561,,"[{'text': 'ArtetaOut', 'indices': [41, 51]}]"
22,2020-12-21 20:48:16,stevie,porkyarmy,,162,False,,17,@DarrenArsenal1 Wonder if #ArtetaOut will resign when we drop into the relegation zone?,1,0,Twitter for Android,1341123344477925378,,"[{'text': 'ArtetaOut', 'indices': [26, 36]}]"
23,2020-12-21 20:46:42,the Arsenal-Ultra,Slick_726,,350,False,A 'Johan Cruyff disciple'. A lover of the beautiful side of the beautiful game. A no-nonsense gooner! We take no prisoners! #AFC #ArtetaOut,571,"@SkySportsPL No. He's leading us IN not ""out"" of the relegation battle. Unbelievable how he still has a job at one… https://t.co/NF4CqNTPQT",0,0,Twitter for Android,1341122948397215757,,[]
24,2020-12-21 20:37:50,the Arsenal-Ultra,Slick_726,,350,False,A 'Johan Cruyff disciple'. A lover of the beautiful side of the beautiful game. A no-nonsense gooner! We take no prisoners! #AFC #ArtetaOut,571,"@Umpteenthgooner ANY club Anywhere, whether its top 6 or bottom 6 would sack him after this disastrous start to the… https://t.co/GepKcBPfkb",0,0,Twitter for Android,1341120719376297991,,[]
25,2020-12-21 20:34:03,Dave Moncion,doobie_rockz,"New York, NY",965,False,Just a kid from the Bronx. Videographer/video producer/Dog Father  #NYCFC #ARSENAL,463,I was never excited about Arteta being the manager for @Arsenal. I’m not #ArtetaOut yet but things need to changed.… https://t.co/bqYqjuJ2EQ,0,0,Twitter for iPhone,1341119766958895105,,"[{'text': 'ArtetaOut', 'indices': [73, 83]}]"
26,2020-12-21 20:33:02,The Arsenal,KYEkye45,hackney east london,2332,False,trust everyone just not the devil inside them. instagram: longlive_Tugga #ARSENAL,931,Burnley are mugging us lol they Beat Wolves FFS!!! #AFC #ArtetaOut,0,0,Twitter for iPhone,1341119508417753088,,"[{'text': 'AFC', 'indices': [51, 55]}, {'text': 'ArtetaOut', 'indices': [56, 66]}]"
27,2020-12-21 20:13:17,@cristiano Ronaldo fan,tobicious_abhay,Antarctica,2946,False,"Enthusiasm creates an  inspirational environment for uplifting moral and spirit to a new high.
#january02
#ARSENAL
#SOARSUPEREAGLES 
 Proudly capricorn ♑ ♑",3679,"@Arsenal @adrianjclarke Attend to this @Arsenal
#ArtetaOut
#ArsMci
#mciars https://t.co/aCalTxbSIn",0,0,Twitter for Android,1341114537873948674,,"[{'text': 'ArtetaOut', 'indices': [48, 58]}, {'text': 'ArsMci', 'indices': [59, 66]}, {'text': 'mciars', 'indices': [67, 74]}]"
28,2020-12-21 19:45:44,BLAMA DOE,J56759806vi,,24,False,,0,@Arsenal @adrianjclarke Arteta is a PE Teacher...#Freesaliba...#ArtetaOut,1,0,Twitter for iPhone,1341107604408430596,,"[{'text': 'Freesaliba', 'indices': [49, 60]}, {'text': 'ArtetaOut', 'indices': [63, 73]}]"
29,2020-12-21 19:44:58,BLAMA DOE,J56759806vi,,24,False,,0,@AFTVMedia @AftvPicks Arteta is a PE Teacher...#ArtetaOut..#Freesaliba,1,0,Twitter for iPhone,1341107412443533327,,"[{'text': 'ArtetaOut', 'indices': [47, 57]}, {'text': 'Freesaliba', 'indices': [59, 70]}]"
30,2020-12-21 19:43:48,Mark Bartley,markusbartley,"Reading, UK",2456,False,"Father, hard worker, Spurs supporter, truth talker and Manager of Marlow FC",2683,@RossagesWLG @royhanley1 @PrinceKnoxLDN @pxpci @Isaac_Gymfi @jbell_7 @bangurasamuel_ @Tuxido94 @StefanBrown4… https://t.co/f5kvyG5Ue2,0,0,Twitter for Android,1341107120205422599,,[]
31,2020-12-21 19:40:04,Neil Dwarika,NeilDwarika,"Florida, USA",379,False,,57,"@curtisshaw9 here’s a thought, several pundits have come out and stated that Arteta needs time. Now, bare in mind t… https://t.co/6XNf1hrH4X",2,0,Twitter for iPhone,1341106178059882499,,[]
32,2020-12-21 19:38:20,nadya,lieselock,,86,False,she/her 16yo 🇮🇩🇨🇳 bi 🏳️‍🌈 vegan 🌱 taurus 🎨🎹🥊📚 creator of black chamber on webtoon,61,"RT @ManchandaSahiba: He is so worth waiting for season 2
#nijiromurakami with the catboy energy
Ps - watch #AliceinBorderland on Netflix. H…",0,1,Twitter for iPhone,1341105745559896064,,"[{'text': 'nijiromurakami', 'indices': [57, 72]}, {'text': 'AliceinBorderland', 'indices': [107, 125]}]"
33,2020-12-21 19:36:46,Ann Wee,realDreampaw,Österreich,1069,False,Hey i am Ann Wee and i am a Pegasister. I love animals and like to watch cartoons/anime.,108,"RT @AyumiLeElfx: Christmas Art raffle!
(only doing this to practice on my style and Bc it’s Christmasss)
Follow
Retweet!
Comment oc
Ends On…",0,13,Twitter for Android,1341105348535578627,,[]
34,2020-12-21 19:36:27,Haydee F 😷🩺🌺❤️,HaydeeF14,,632,False,"Healthcare professional, working to make the world a better place. Victoria Concordia Crescit",532,@5StarOZ The delusion is great w/ them... #ArtetaOut,0,0,Twitter Web App,1341105268478898178,,"[{'text': 'ArtetaOut', 'indices': [42, 52]}]"
35,2020-12-21 19:36:13,E T,ephraimtaguET,,305,False,"TV presenter Supersport International, Presenter Producer Star FM radio, always remember, dare to be yourself !!",17848,Mikel Arteta came armed with stats to defend his poor record this season #ArtetaOut https://t.co/0F65ILchjL,2,0,Twitter for iPhone,1341105213021822977,,"[{'text': 'ArtetaOut', 'indices': [73, 83]}]"
36,2020-12-21 19:35:10,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,His inability to accept reality and acknowledge his failure means he'll only get worse in his delusions #ArtetaOut https://t.co/DvLrb2gL84,0,0,Twitter for Android,1341104945450405888,,"[{'text': 'ArtetaOut', 'indices': [104, 114]}]"
37,2020-12-21 19:33:30,Colin Welsh,ColinWelsh3,,22,False,Hiding from the world for a few weeks. Retired and loving every minute of not working.,5,"@Arsenal 4 points off relegation places, looks appaling to life long supporters sort it out or get the problems out… https://t.co/WusqTWMDEb",1,0,Twitter Web App,1341104528951816196,,[]
38,2020-12-21 19:33:23,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,"#ArtetaOut is only a matter of time, clubs won't take #ArsenaI seriously if he's not sacked and results will only g… https://t.co/lkJA7kBnsp",1,0,Twitter for Android,1341104496542420999,,"[{'text': 'ArtetaOut', 'indices': [0, 10]}, {'text': 'ArsenaI', 'indices': [54, 62]}]"
39,2020-12-21 19:31:34,Sherlock🇳🇬,AFCSherlock_,221b Baker street,68,False,Intellectual|Realist|Lover of Truth|Arsenal|Purpose|Jesus,18,@sgevans With a game in hand. Pathetic! #Artetaout,1,0,Twitter for Android,1341104041527533569,,"[{'text': 'Artetaout', 'indices': [40, 50]}]"
40,2020-12-21 19:31:27,Louis Atsu,aftvafc,,477,False,"Dominant

@arsenal ❤️",567,"😂😂😂😂We lose our next PL game we're moving to 17th

And we're playing Chelsea next

#Artetaout #Whuche",4,0,Twitter for Android,1341104011848642561,,"[{'text': 'Artetaout', 'indices': [83, 93]}, {'text': 'Whuche', 'indices': [94, 101]}]"
41,2020-12-21 19:29:03,BeyondThePosts,BeyondThePosts_,,4949,False,"News-based website trying to keep the fans updated with the current happenings in the world!!

Our Facebook page: https://t.co/Hgl8RiMAw5",1559,"Left Or Centre: The Aubameyang Conundrum That Needs To Be Answered For Arsenal Fans 

https://t.co/uHK4AJjOfy via… https://t.co/UYupoMDbWL",3,1,Twitter Web App,1341103407638069248,,[]
42,2020-12-21 19:26:31,ayuma / art raffle 📌 THANK YOU FOR 3K!!,VaiueMSP,dr and yttd fan!,1467,False,she/her | commissions are closed! please don’t dm me about them | i do not do reservations | beautiful pfp by @mikkiriin follow him now 😇 | art raffle pinned!,3102,"RT @AyumiLeElfx: Christmas Art raffle!
(only doing this to practice on my style and Bc it’s Christmasss)
Follow
Retweet!
Comment oc
Ends On…",0,13,Twitter for iPad,1341102771546640384,,[]
43,2020-12-21 19:25:46,Shajnen Sudha,AkterSuda,"Tejgaon,Dhaka-1208",68,False,I am Shajnen Sudha.I'm a professional graphics designer. My goal here is to create new business relationships and make every client 100% satisfied with my work.,8,"Interior Firm Logo Design
Contact here:-https://t.co/oncegTaBa8
#architecturaldesign #art #artists #branding… https://t.co/o7CFXI4jFc",1,1,Twitter Web App,1341102579204251648,,"[{'text': 'architecturaldesign', 'indices': [64, 84]}, {'text': 'art', 'indices': [85, 89]}, {'text': 'artists', 'indices': [90, 98]}, {'text': 'branding', 'indices': [99, 108]}]"
44,2020-12-21 19:24:12,William Akpabio Jnr,Wilhelmjnr,Nigeria,783,False,"Keep it 💯
#TeamArsenal || Battle Rap fan || Tech lover || ff @BattleRapKings",755,@AFTVMedia The recruitment process is shit! Even with only 30 million pounds I can recruit better than Willian &amp; Lu… https://t.co/xgJ0KLnCCb,1,0,Twitter for Android,1341102184864378882,,[]
45,2020-12-21 19:21:14,KTVee,LombeQuitBentoK,Angola/Lubango,247,False,"Tell me everything about u, that's a bold move",409,RT @Camtana25: Arteta trying to convince primary targets to come in January. #ArtetaOut https://t.co/QKPhGHNUmc,0,7,Twitter for Android,1341101440266285057,,"[{'text': 'ArtetaOut', 'indices': [77, 87]}]"
46,2020-12-21 19:19:46,GlennsArsenal,ArsenalGlenns,,154,False,Arsenal all day everyday,53,@Arsenal @adrianjclarke You have to feel for the players. Professionals in their 30s. Arguably in the twilight of i… https://t.co/KHwpywDDZr,0,0,Twitter for iPhone,1341101072761430017,,[]
47,2020-12-21 19:17:03,Shaun Lewis,Lewis11839401,"Northern Ireland, United Kingd",48,False,Change will not come if we wait for some other person or some other time. We are the ones we've been waiting for. We are the change that we seek. Barack Obama ,18,I'd sack #Arteta and bring in Sean Dyche. He reminds me of George Graham. Combative midfield with an organised defe… https://t.co/XNaifldnuJ,0,0,Twitter for Android,1341100386699063298,,"[{'text': 'Arteta', 'indices': [9, 16]}]"
48,2020-12-21 19:14:22,Claire Willicombe,bearthegooner,,205,False,,41,"Is he alright?! The most bizarre thing ive heard out of his mouth,he is clinging on for dear life,we are pathetic a… https://t.co/URZtyzeGC1",0,0,Twitter for iPhone,1341099710774468616,,[]
49,2020-12-21 19:03:12,ArtetaOut,ArtetaOut11,,60,False,"His overthinking is killing the team. #ArtetaOut Ozil will outlast the clueless Foudterta.
His inexperience will cost him greatly in this Month.
@ArsenalFan",2,Arsenal better get a big profile coach with lots of experience if not the club will be relegated. #ArtetaOut… https://t.co/sRICFMz0Jx,1,0,Twitter Web App,1341096903770071046,,"[{'text': 'ArtetaOut', 'indices': [98, 108]}]"
50,2020-12-21 19:02:46,Pinot,AFC_Pinot,,191,False,"Arsenal - San Antonio Spurs - 49ers.

#ArtetaEduVinaiOUT",86,Get this computer scientist out of my team ffs #ArtetaOut https://t.co/OGyeoYLRnb,0,0,Twitter for iPhone,1341096791425597443,,"[{'text': 'ArtetaOut', 'indices': [47, 57]}]"
51,2020-12-21 19:02:09,The Dariuster™,DariusDavies,London,1879,True,"Mostly moan about Arsenal, all opinions are yours, you racist.",5688,"Lets put Arteta into perspective: he was an average player, came in and won the FA cup.  Di Matteo  was better play… https://t.co/kYwhn3JEWf",0,0,Twitter for Android,1341096639512121345,,[]
52,2020-12-21 18:59:59,uche ezechiogbe,ucheze,"Eket, Nigeria",105,False,,67,"Talk of Massimiliano Allegri being in the running is understandably enticing given his track-record, but for all hi… https://t.co/gF1B4u0L3v",0,0,Twitter Web App,1341096093669593090,,[]
53,2020-12-21 18:58:57,BHARAT NEWS हिंदी,BHARATNEWSHIN,"Mumbai, India",14,False,"नमस्कार दोस्तों भारत news में 
मैं रीचा सिंह आपका स्वागत करतीं हूं ।
संपूर्णविश्व ,आधुनिक ,अविस्मर्णीय 
,ग्रामीण ,भौगोलिक खबरें ।",4,"@Arsenal 
@AFTVMedia 
@MrDtAFC 
Players are defensively not tight enough to opposition players . Also start… https://t.co/u2aO53IzFM",0,0,Twitter for Android,1341095833786142721,,[]
54,2020-12-21 18:58:49,Bashir Undre,bundre06,,154,False,,63,"I don't know what's worse, watching the country fall apart or watching it happen to Arsenal 😭
#ArtetaOut #CovidChristmas",0,0,Twitter for Android,1341095798117965825,,"[{'text': 'ArtetaOut', 'indices': [94, 104]}, {'text': 'CovidChristmas', 'indices': [105, 120]}]"
55,2020-12-21 18:51:52,A Fabulous Opera,afabulousopera6,The Beach,156,False,Arsenal & PL observer. Fan not of any one club but of beautiful football / soccer. California. Florida. Limes. Oranges. Radlers. Music. Love. Opera. ⚽🧡,182,"Fulham, Brighton &amp; Burnley are all within 4 points of Arsenal &amp; are all getting better results than Arsenal over th… https://t.co/76P6Sn9g6y",3,0,TweetDeck,1341094049252601857,,[]
56,2020-12-21 18:50:26,Colin Welsh,ColinWelsh3,,22,False,Hiding from the world for a few weeks. Retired and loving every minute of not working.,5,"@Arsenal Looks like @BurnleyOfficial are closing in, down to 16th soon Arteta had his chance, time for new outlook #ArtetaOut",1,0,Twitter Web App,1341093688076873730,,"[{'text': 'ArtetaOut', 'indices': [115, 125]}]"
57,2020-12-21 18:49:53,Mahmz,Mahmz6,,5,False,,0,@TinfoilArsenal Wooooow!👀🤯🤬 I just read the Philadelphia 76's story. Why am I only finding out about this fraud. Co… https://t.co/AS4WEbwdXF,0,0,Twitter for Android,1341093549736116224,,[]
58,2020-12-21 18:49:32,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,RT @john_odubona: Anyone that's still Arteta in isn't an Arsenal fan but an Arteta fanboy #ArtetaOut https://t.co/D1SldYrbhk,0,2,Twitter for Android,1341093464000311296,,"[{'text': 'ArtetaOut', 'indices': [90, 100]}]"
59,2020-12-21 18:49:14,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,"RT @ashraf9368: WELL DONE @m8arteta 👏🏻🤝
@AFTVMedia @Arsenal @Arsenal_MY 

#ArtetaOut https://t.co/AWdMAKH5J0",0,2,Twitter for Android,1341093387659841537,,"[{'text': 'ArtetaOut', 'indices': [74, 84]}]"
60,2020-12-21 18:48:37,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,ffs just put the deluded idiot out of his misery and show him Out #ArtetaOut https://t.co/w4rU4bafHO,0,0,Twitter for Android,1341093231094841344,,"[{'text': 'ArtetaOut', 'indices': [66, 76]}]"
61,2020-12-21 18:47:24,Haydee F 😷🩺🌺❤️,HaydeeF14,,632,False,"Healthcare professional, working to make the world a better place. Victoria Concordia Crescit",532,"@afcsammm #ArtetaOut I used to like him, but he's done. Soon it'll be he or Arsenal...",2,0,Twitter Web App,1341092926470967299,,"[{'text': 'ArtetaOut', 'indices': [10, 20]}]"
62,2020-12-21 18:46:07,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,RT @Camtana25: Arteta trying to convince primary targets to come in January. #ArtetaOut https://t.co/QKPhGHNUmc,0,7,Twitter for Android,1341092604394532867,,"[{'text': 'ArtetaOut', 'indices': [77, 87]}]"
63,2020-12-21 18:45:41,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,RT @MisterJRyan: Best thing I’ve seen all day haha 🤣🤣🤣 #ArtetaOut https://t.co/H8E3Qlp6Ai,0,1,Twitter for Android,1341092495476842496,,"[{'text': 'ArtetaOut', 'indices': [55, 65]}]"
64,2020-12-21 18:44:05,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,Not sure Aouar or whoever the fuck out there would fancy playing for Arteta in a relegation battle followed by coup… https://t.co/HXwXOyPqvb,0,0,Twitter for Android,1341092089787019264,,[]
65,2020-12-21 18:43:37,Mahmz,Mahmz6,,5,False,,0,@TinfoilArsenal @David_Ornstein Yes. How can this fraud speak at all. Fake transfer rumours. Now repeating the rubb… https://t.co/c5GFPi87Ha,0,0,Twitter for Android,1341091974204583944,,[]
66,2020-12-21 18:43:28,Carlos Tevez Banner,Mani_LAHF,Oregon ,591,False,I'm a decent man who inhale flowers,938,"Sean dyche doing his best to make arteta job on the line 

#ArtetaOut https://t.co/hS7KUg65m2",9,0,Twitter for Android,1341091935474184193,,"[{'text': 'ArtetaOut', 'indices': [59, 69]}]"
67,2020-12-21 18:40:32,IMO,24POV,London,165,False,Love Music Football and Talking Politics even though 1 is so hard as an Arsenal Fan,22,Arsenal need to get one of the Red Bull Germany managers or Gladbach i would even take the shaktar manager. They pl… https://t.co/UZvz34kClx,0,0,Twitter for iPhone,1341091196429627393,,[]
68,2020-12-21 18:40:18,Jai,jai_shaktawat,Chicago,129,False,All about LFC,128,@adityanimje At this point they are just mocking fans. #ArtetaOut,0,0,Twitter Web App,1341091140276260864,,"[{'text': 'ArtetaOut', 'indices': [55, 65]}]"
69,2020-12-21 18:40:14,melcrois,KM_lane,,412,False,#FreePalestine #ArtetaOut #KroenkeOut,383,"Burnley 2 - 0 Wolves
Arteta is fucked!! 😂😂😂
#ArtetaOut #BURWOL",0,0,Twitter for Android,1341091123595534338,,"[{'text': 'ArtetaOut', 'indices': [44, 54]}, {'text': 'BURWOL', 'indices': [55, 62]}]"
70,2020-12-21 18:40:07,fuckthePRocess,UnfazedThe,,58,False,$trabiz,30,RT @Slick_726: We could lose every single game from now to the end of the season and you will still have people blaming everyone and everyt…,0,1,Twitter for Android,1341091094998773762,,[]
71,2020-12-21 18:38:16,ReRe 🔴⚪️ ارسنال,ReRe_Gunner,,93,False,Arsenal - Kieran Tierney - Football #COYG,27,"@YankeeGunner no eliotte you cant question the ""process""! We must blindly follow arteta and love him because he spe… https://t.co/P2Uc2ZP4Lt",0,0,Twitter Web App,1341090628227256322,,[]
72,2020-12-21 18:37:20,Gooner433,gooner433,,0,False,Arteta the f**k out!!,0,"Putting out cones for and sucking off pep do not make you a good manager, please please fuck off now tapas clueless… https://t.co/d0U8NQKG12",0,0,Twitter Web App,1341090390695440388,,[]
73,2020-12-21 18:34:27,the Arsenal-Ultra,Slick_726,,350,False,A 'Johan Cruyff disciple'. A lover of the beautiful side of the beautiful game. A no-nonsense gooner! We take no prisoners! #AFC #ArtetaOut,571,We could lose every single game from now to the end of the season and you will still have people blaming everyone a… https://t.co/tQfsFnCuI6,2,1,Twitter for Android,1341089665282093058,,[]
74,2020-12-21 18:33:02,Sherlock🇳🇬,AFCSherlock_,221b Baker street,68,False,Intellectual|Realist|Lover of Truth|Arsenal|Purpose|Jesus,18,@WelBeast Embarrassing to the men. They are sissies. #Artetaout more importantly and hopefully soon #kroenkeout,0,0,Twitter for Android,1341089312058855427,,"[{'text': 'Artetaout', 'indices': [53, 63]}, {'text': 'kroenkeout', 'indices': [100, 111]}]"
